Organism_ID,Family,Guild,Data_version
Syrphidae_sp20_carvalheirodataset,NA,syrphids,V0.1
Syrphido,NA,syrphids,V0.1
Syrphus ribesii,Syrphidae,syrphids,V0.1
Syrphus ribessi,Syrphidae,syrphids,V0.1
Syrphus torvus,Syrphidae,syrphids,V0.1
Syrphus vitripennis,Syrphidae,syrphids,V0.1
Syrphus.ribesii,NA,syrphids,V0.1
Syrphus.torvus,NA,syrphids,V0.1
Syrphus.vitripennis,NA,syrphids,V0.1
Syrphus_ ribesii,Syrphidae,syrphids,V0.1
Syrphus_ spec.,Syrphidae,syrphids,V0.1
Syrphus_ vitripennis,Syrphidae,syrphids,V0.1
Syrphus_ribesii,Syrphidae,syrphids,V0.1
Syrphus_ribesii,NA,syrphids,V0.1
Syrphus_sp,NA,syrphids,V0.1
Syrphus_vitripennis,Syrphidae,syrphids,V0.1
Syrphus_vitripennis,NA,syrphids,V0.1
Systropha aethiopica,NA,other_wild_bees,V0.1
T. corvina,NA,NA,V0.1
T. nigerrima,NA,NA,V0.1
Tachinidae sp 1,Tachinidae,other_flies,V0.1
Tachinidae sp 2,Tachinidae,other_flies,V0.1
Tachinidae sp.,Tachinidae,other_flies,V0.1
Tachinidae sp.1,Tachinidae,other_flies,V0.1
Tachinidae_sp..2,NA,other_flies,V0.1
Tachinidae_sp1,NA,other_flies,V0.1
Tachnidae,NA,other_flies,V0.1
Tachys.bistriatus,NA,beetles,V0.1
Tachytes etruscus,Sphecidae,non_bee_hymenoptera,V0.1
Tachytes fruticis,Crabronidae,non_bee_hymenoptera,V0.1
Tachytes_etruscus_Rossi_1790,NA,non_bee_hymenoptera,V0.1
Tachytes_fruticis_Tsuneki_1964,NA,non_bee_hymenoptera,V0.1
talvez_Allograpta_calopus_,Syrphidae,syrphids,V0.1
Tanypezidae,NA,other_flies,V0.1
Tenebrionidae sp,Tenebrionidae,beetles,V0.1
Tephritidae,NA,other_flies,V0.1
Tetragonula carbonaria,Apidae,other_wild_bees,V0.1
Tetragonula iridipennis,Apidae,other_wild_bees,V0.1
Tetragonula_iridipennis,Apidae,other_wild_bees,V0.1
Tetragonula_iridipennis,NA,other_wild_bees,V0.1
Tetralonia mitsukurii,Apidae,other_wild_bees,V0.1
Tetralonia sp.,NA,other_wild_bees,V0.1
Tetralonia sp. 1f,Apidae,other_wild_bees,V0.1
Tetraloniella ? apicalis (Friese),Apidae,other_wild_bees,V0.1
Tetraloniella sp.,NA,other_wild_bees,V0.1
Tetraloniella_apicalis_Friese_unsure,NA,other_wild_bees,V0.1
Tetramorium_sp_1_,Formicidae,non_bee_hymenoptera,V0.1
Tetramorium_sp1,NA,non_bee_hymenoptera,V0.1
Thoressa varia,Hesperiidae,lepidoptera,V0.1
Thyreus nitidulus quartinae,NA,other_wild_bees,V0.1
Thyreus pictus,NA,other_wild_bees,V0.1
Thyreus smithii,Apidae,other_wild_bees,V0.1
Thyreus_massuri,NA,other_wild_bees,V0.1
Thysanoptera (Thrips),Aeolothripidae?,other,V0.1
Thysanoptera_sp.,NA,other,V0.1
Tineoidea_sp.,NA,lepidoptera,V0.1
Tingidae,NA,other,V0.1
tiny insect,NA,other,V0.1
Tiphiidae sp 1,Tiphiidae,non_bee_hymenoptera,V0.1
Tiphiidae sp.4,Tiphiidae,non_bee_hymenoptera,V0.1
Tipula_sp.,NA,other_flies,V0.1
Tipulidae,Tipulidae,other_flies,V0.1
Tipulidae,NA,other_flies,V0.1
Tipulidae sp 1,Unknown,other_flies,V0.1
Tipulidae spp.,Tipulidae,other_flies,V0.1
Toxomerus floralis,Syrphidae,syrphids,V0.1
Toxomerus politus,Syrphidae,syrphids,V0.1
Toxomerus sp1,Syrphidae,syrphids,V0.1
Toxomerus sp2,Syrphidae,syrphids,V0.1
Trechus.quadristriatus,NA,beetles,V0.1
Trichotichnus.nitens,NA,beetles,V0.1
Triepeolus concavus,Apidae,other_wild_bees,V0.1
Triepeolus remigatus,NA,other_wild_bees,V0.1
Trigona fuscipennis,Apidae,other_wild_bees,V0.1
Trigona sp. 2,NA,other_wild_bees,V0.1
Trigona sp2,Apidae,other_wild_bees,V0.1
Trigona spinipes,Apidae,other_wild_bees,V0.1
Trigona spinipes,NA,other_wild_bees,V0.1
"Trigona spinipes Fabricius, 1793",Apidae,other_wild_bees,V0.1
Trigona_corvina,NA,other_wild_bees,V0.1
Trigona_nigerrima,NA,other_wild_bees,V0.1
Tropidia_scita,NA,syrphids,V0.1
Trypoxylon clavicerum,Crabronidae,non_bee_hymenoptera,V0.1
Typhedanus undulatus,Hesperiidae,lepidoptera,V0.1
Unknown,Unknown,other,V0.1
Unknown,NA,other,V0.1
Unknown bee sp. 13,Apoidae,other_wild_bees,V0.1
Unknown cuckoo bee,Apoidea fam.,other_wild_bees,V0.1
Unknown syrphid sp. 2,Syrphidae,syrphids,V0.1
Unknown wasp sp. 11,Vespidae,non_bee_hymenoptera,V0.1
Unknown wasp sp. 13,Vespidae,non_bee_hymenoptera,V0.1
Unknown wasp sp. 14,Vespidae,non_bee_hymenoptera,V0.1
Unknown wasp sp. 15,Vespidae,non_bee_hymenoptera,V0.1
Unknown wasp sp. 16,Vespidae,non_bee_hymenoptera,V0.1
Unknown wasp sp. 18,Vespidae,non_bee_hymenoptera,V0.1
Unknown wasp sp. 19,Vespidae,non_bee_hymenoptera,V0.1
Unknown wasp sp. 2,Vespidae,non_bee_hymenoptera,V0.1
Unknown wasp sp. 20,Vespidae,non_bee_hymenoptera,V0.1
Unknown wasp sp. 21,Vespidae,non_bee_hymenoptera,V0.1
Unknown wasp sp. 25,Vespidae,non_bee_hymenoptera,V0.1
Unknown wasp sp. 26,Vespidae,non_bee_hymenoptera,V0.1
Unknown wasp sp. 3,Vespidae,non_bee_hymenoptera,V0.1
Unknown wasp sp. 30,Vespidae,non_bee_hymenoptera,V0.1
Unknown wasp sp. 5,Vespidae,non_bee_hymenoptera,V0.1
Unknown wasp sp. 7,Vespidae,non_bee_hymenoptera,V0.1
Unknown wasp sp. 9,Vespidae,non_bee_hymenoptera,V0.1
Utetheisa pulchella,Arctiidae,lepidoptera,V0.1
Utetheisa_pulchella,NA,lepidoptera,V0.1
Vanessa braziliensis,Nymphalidae,lepidoptera,V0.1
Vanessa carye,Nymphalidae,lepidoptera,V0.1
Vanessa_cardui,NA,lepidoptera,V0.1
Vanessa_itea,NA,lepidoptera,V0.1
Vespa analis,Vespidae,non_bee_hymenoptera,V0.1
Vespa crabro,Vespidae,non_bee_hymenoptera,V0.1
Vespa ducalis,Vespidae,non_bee_hymenoptera,V0.1
Vespa simillima,Vespidae,non_bee_hymenoptera,V0.1
Vespa velutina,Vespidae,non_bee_hymenoptera,V0.1
Vespid,Vespidae,non_bee_hymenoptera,V0.1
Vespidae,NA,non_bee_hymenoptera,V0.1
Vespidae sp 1,Vespidae,non_bee_hymenoptera,V0.1
Vespidae sp.,Vespidae,non_bee_hymenoptera,V0.1
vespidae sp.1,Vespidae,non_bee_hymenoptera,V0.1
Vespidae sp.1,Vespidae,non_bee_hymenoptera,V0.1
Vespidae sp.2,Vespidae,non_bee_hymenoptera,V0.1
Vespidae sp.5,Vespidae,non_bee_hymenoptera,V0.1
Vespidae sp.6,Apidae,non_bee_hymenoptera,V0.1
Vespidae sp.6,Vespidae,non_bee_hymenoptera,V0.1
Vespidae sp1,Vespidae,non_bee_hymenoptera,V0.1
Vespidae sp2,Vespidae,non_bee_hymenoptera,V0.1
Vespidae sp3,Vespidae,non_bee_hymenoptera,V0.1
Vespidae_sp,NA,non_bee_hymenoptera,V0.1
Vespidae_sp_,Vespidae,non_bee_hymenoptera,V0.1
Vespidae_sp1_hipolitodataset,NA,non_bee_hymenoptera,V0.1
Vespidae_sp2_hipolitodataset,NA,non_bee_hymenoptera,V0.1
Vespidae_sp3_hipolitodataset,NA,non_bee_hymenoptera,V0.1
Vespidae_sp5_hipolitodataset,NA,non_bee_hymenoptera,V0.1
Vespidae_spn_hiploitodataset,NA,non_bee_hymenoptera,V0.1
Vespidae_yellowbody,Vespidae,non_bee_hymenoptera,V0.1
vespids,NA,non_bee_hymenoptera,V0.1
Vespula flaviceps,Vespidae,non_bee_hymenoptera,V0.1
Vespula germanica,NA,non_bee_hymenoptera,V0.1
Vespula koreensis,Vespidae,non_bee_hymenoptera,V0.1
Vespula sp. 1,Vespidae,non_bee_hymenoptera,V0.1
Villa sp.,Bombyliidae,humbleflies,V0.1
Volucella bombylans,Syrphidae,syrphids,V0.1
Volucella bombylans,NA,syrphids,V0.1
Volucella_bombylans,NA,syrphids,V0.1
wasp,NA,non_bee_hymenoptera,V0.1
Wasp,Hymenoptera (order),non_bee_hymenoptera,V0.1
Wasp sp.,Vespidae,non_bee_hymenoptera,V0.1
weevil,NA,beetles,V0.1
Weevil,Curculionoidea,beetles,V0.1
Wild bee,Hymenoptera (order),other_wild_bees,V0.1
wild_bee_unknown,NA,other_wild_bees,V0.1
Wild_Bees,Apoidea,other_wild_bees,V0.1
wilde bij (klein),Apoidae,other_wild_bees,V0.1
Xanthocnemis_zealandica,NA,non_bee_hymenoptera,V0.1
Xeromelecta californica,Anthophoridae,other_wild_bees,V0.1
Xylocopa (Stenoxylocopa) sp1.,Apidae,other_wild_bees,V0.1
Xylocopa aestuans,Apidae,other_wild_bees,V0.1
Xylocopa aestuans/ Xylocopa latipes,Apidae,other_wild_bees,V0.1
Xylocopa aesturns,NA,other_wild_bees,V0.1
Xylocopa appendiculata circumvolans,Apidae,other_wild_bees,V0.1
Xylocopa augusti,Apidae,other_wild_bees,V0.1
Xylocopa caffra,NA,other_wild_bees,V0.1
Xylocopa cearensis,Apidae,other_wild_bees,V0.1
Xylocopa cearensis ,Apidae,other_wild_bees,V0.1
Xylocopa ciliata,Apidae,other_wild_bees,V0.1
Xylocopa collars,NA,other_wild_bees,V0.1
Xylocopa erythrina,NA,other_wild_bees,V0.1
Xylocopa eximia,Megachilidae,other_wild_bees,V0.1
Xylocopa flavorufa (DeGeer),Apidae,other_wild_bees,V0.1
Xylocopa frontalis,Apidae,other_wild_bees,V0.1
Xylocopa frontalis,NA,other_wild_bees,V0.1
Xylocopa griscescens,Apidae,other_wild_bees,V0.1
Xylocopa griscescens,NA,other_wild_bees,V0.1
Xylocopa imitator,NA,other_wild_bees,V0.1
Xylocopa inconstans,Apidae,other_wild_bees,V0.1
Xylocopa inconstans,NA,other_wild_bees,V0.1
Xylocopa macrops,Apidae,other_wild_bees,V0.1
Xylocopa micans,Apidae,other_wild_bees,V0.1
Xylocopa muscaria,Apidae,other_wild_bees,V0.1
Xylocopa muscaria,NA,other_wild_bees,V0.1
Xylocopa N. grisescens,Apidae,other_wild_bees,V0.1
Xylocopa negro,Megachilidae,other_wild_bees,V0.1
Xylocopa rufipes,Apidae,other_wild_bees,V0.1
Xylocopa schonherria,Apidae,other_wild_bees,V0.1
Xylocopa senior,NA,other_wild_bees,V0.1
Xylocopa somalica,NA,other_wild_bees,V0.1
Xylocopa sp 1,Xylocopinae,other_wild_bees,V0.1
Xylocopa sp.,Apidae,other_wild_bees,V0.1
Xylocopa sp.1,NA,other_wild_bees,V0.1
Xylocopa sp.2,NA,other_wild_bees,V0.1
Xylocopa sp.3,NA,other_wild_bees,V0.1
Xylocopa splendidula,Apidae,other_wild_bees,V0.1
Xylocopa tranquabarorum,Apidae,other_wild_bees,V0.1
Xylocopa violacea,Apidae,other_wild_bees,V0.1
Xylocopa virginica,Apidae,other_wild_bees,V0.1
Xylocopa_aestuans,NA,other_wild_bees,V0.1
Xylocopa_appendiculata_circumvolans,NA,other_wild_bees,V0.1
Xylocopa_inconstans_Smith_cf,NA,other_wild_bees,V0.1
Xylocopa_sp1,Apidae,other_wild_bees,V0.1
Xylota_ segnis,Syrphidae,syrphids,V0.1
Xylota_segnis,NA,syrphids,V0.1
Xylota_tarda,Syrphidae,syrphids,V0.1
Zenillia albipila,Tachinidae,other_flies,V0.1
Zenillia_albipila,NA,other_flies,V0.1
Zizeeria maha,Lycaenidae,lepidoptera,V0.1
Zizina_labradus,NA,lepidoptera,V0.1
Zygoptera_sp.,NA,other,V0.1
NA,NA,NA,V0.1
NA,Apidae,other_wild_bees,V0.1
NA,Syrphidae,syrphids,V0.1
NA,Arctiidae,lepidoptera,V0.1
NA,Hesperidae,lepidoptera,V0.1
NA,Noctuidae,lepidoptera,V0.1
NA,Nymphalidae,lepidoptera,V0.1
NA,Papilionidae,lepidoptera,V0.1
NA,Pyralidae,lepidoptera,V0.1
NA,Sphingidae,lepidoptera,V0.1
Psithyrus rupestris,Apidae,bumblebees,Kleijn
Psithyrus vestalis,Apidae,bumblebees,Kleijn
Andrena_minutula-aggregate,Andrenidae,other_wild_bees,Kleijn
Bombus_terrestris-aggregate,Apidae,bumblebees,Kleijn
Bombus Sp.,Apidae,bumblebees,Kleijn
UID Sp.,NA,NA,Kleijn
Bombus lucorum/terrestris,Apidae,bumblebees,Kleijn
Andrena sp. aff. minutula,Andrenidae,other_wild_bees,Kleijn
Lasioglossum Sp.,Halictidae,other_wild_bees,Kleijn
Sphecodes Sp.,Halictidae,other_wild_bees,Kleijn
Nomada Sp.,Apidae,other_wild_bees,Kleijn
Andrena Sp.,Andrenidae,other_wild_bees,Kleijn
Andrena nigoaenea,Andrenidae,other_wild_bees,Kleijn
Lasioglossum malachura,Halictidae,other_wild_bees,Kleijn
Cheilosia albitarsis,Syrphidae,syrphids,Kleijn
Coelioxys elongata,Megachilidae,other_wild_bees,Kleijn
Lasioglossum semilucens,Halictidae,other_wild_bees,Kleijn
Andrena scotica,Andrenidae,other_wild_bees,Kleijn
Metasyrphus corollae,NA,syrphids,Kleijn
Psithyrus campestris,Apidae,bumblebees,Kleijn
Bombus cryptarum,Apidae,bumblebees,Kleijn
Bombus soroëensis,Apidae,bumblebees,Kleijn
unidentified solitary bee,NA,NA,Kleijn
Hylaeus communis,Colletidae,other_wild_bees,Kleijn
Hylaeus soror,Colletidae,other_wild_bees,Kleijn
Megachile pilidens,Megachilidae,other_wild_bees,Kleijn
Sphecodes gibbus,Halictidae,other_wild_bees,Kleijn
wesp: cf. Allodynerus floricola,NA,non_bee_hymenoptera,Kleijn
Colletes cunicularius,Colletidae,other_wild_bees,Kleijn
Sphecodes croaticus,Halictidae,other_wild_bees,Kleijn
bruin borststuk zwarte kont,NA,NA,Kleijn
Lasioglossum (Evylaeus) sp.,Halictidae,other_wild_bees,Kleijn
Tarsalia sp. 1,Apidae,other_wild_bees,Kleijn
Andrena transitoria,Andrenidae,other_wild_bees,Kleijn
Ceratina bifida,Apidae,other_wild_bees,Kleijn
Colletes similis,Colletidae,other_wild_bees,Kleijn
Eucera aeolopus,Apidae,other_wild_bees,Kleijn
Eucera curvitarsis,Apidae,other_wild_bees,Kleijn
Eucera paraclypeata,Apidae,other_wild_bees,Kleijn
Eucera syriaca,Apidae,other_wild_bees,Kleijn
Halictus resurgens,Halictidae,other_wild_bees,Kleijn
Halictus tetrazonianellus,Halictidae,other_wild_bees,Kleijn
Lasioglossum obscuratum,Halictidae,other_wild_bees,Kleijn
Lasioglossum politum atomarium,Halictidae,other_wild_bees,Kleijn
Megachile albisecta,Megachilidae,other_wild_bees,Kleijn
Osmia dives,Megachilidae,other_wild_bees,Kleijn
Osmia signata,Megachilidae,other_wild_bees,Kleijn
Halictini sp.,Halictidae,other_wild_bees,Kleijn
Ceratina bispinosa,Apidae,other_wild_bees,Kleijn
Ceratina mandibularis,Apidae,other_wild_bees,Kleijn
Ceratina moricei,Apidae,other_wild_bees,Kleijn
Ceratina schwarzi,Apidae,other_wild_bees,Kleijn
Ceratina zandeni,Apidae,other_wild_bees,Kleijn
Halictus cephalicus,Halictidae,other_wild_bees,Kleijn
Halictus pollinosus,Halictidae,other_wild_bees,Kleijn
Halictus smaragdulus,Halictidae,other_wild_bees,Kleijn
Hylaeus intermedius,Colletidae,other_wild_bees,Kleijn
Hylaeus kahri,Colletidae,other_wild_bees,Kleijn
Hylaeus syriacus,Colletidae,other_wild_bees,Kleijn
Hylaeus taeniolatus,Colletidae,other_wild_bees,Kleijn
Lasioglossum aegyptiellum,Halictidae,other_wild_bees,Kleijn
Lasioglossum anellum,Halictidae,other_wild_bees,Kleijn
Lasioglossum callizionum,Halictidae,other_wild_bees,Kleijn
Lasioglossum clypeiferellum,Halictidae,other_wild_bees,Kleijn
Lasioglossum glabriusculum,Halictidae,other_wild_bees,Kleijn
Lasioglossum pseudosphecodimorphum,Halictidae,other_wild_bees,Kleijn
Lasioglossum truncaticolle,Halictidae,other_wild_bees,Kleijn
Lithurgus tibialis,Megachilidae,other_wild_bees,Kleijn
Nomada kohli,Apidae,other_wild_bees,Kleijn
Nomioides sp. 1,Halictidae,other_wild_bees,Kleijn
Nomioidinae sp.,Halictidae,other_wild_bees,Kleijn
Hylaeus aff. dinkleri,Colletidae,other_wild_bees,Kleijn
Lasioglossum aff. morio,Halictidae,other_wild_bees,Kleijn
Megachile cf. fertoni,Megachilidae,other_wild_bees,Kleijn
Ceratina dentiventris,Apidae,other_wild_bees,Kleijn
Hylaeus albonotatus,Colletidae,other_wild_bees,Kleijn
Hylaeus imparilis,Colletidae,other_wild_bees,Kleijn
Hylaeus longimaculus,Colletidae,other_wild_bees,Kleijn
Lasioglossum epipygiale,Halictidae,other_wild_bees,Kleijn
Lasioglossum tadschicum,Halictidae,other_wild_bees,Kleijn
Lasioglossum vagans,Halictidae,other_wild_bees,Kleijn
Megachile dorsalis,Megachilidae,other_wild_bees,Kleijn
Ochreriades fasciatus,Megachilidae,other_wild_bees,Kleijn
Andrena bisalicis,Andrenidae,other_wild_bees,Kleijn
Andrena nuda,Andrenidae,other_wild_bees,Kleijn
Bombus griseocollis,Apidae,bumblebees,Kleijn
Bombus perplexus,Apidae,bumblebees,Kleijn
Bombus sandersoni,Apidae,bumblebees,Kleijn
Bombus ternarius,Apidae,bumblebees,Kleijn
Lasioglossum laevissimum,Halictidae,other_wild_bees,Kleijn
Lasioglossum mitchelli,Halictidae,other_wild_bees,Kleijn
Lasioglossum subviridatum,Halictidae,other_wild_bees,Kleijn
Lasioglossum truncatum,Halictidae,other_wild_bees,Kleijn
Lasioglossum versans,Halictidae,other_wild_bees,Kleijn
Nomada dreisbachi,Apidae,other_wild_bees,Kleijn
Nomada pygmaea,Apidae,other_wild_bees,Kleijn
Sphecodes cressonii,Halictidae,other_wild_bees,Kleijn
Andrena geranii,Andrenidae,other_wild_bees,Kleijn
Lasioglossum nymphaearum,Halictidae,other_wild_bees,Kleijn
Andrena morrisonella,Andrenidae,other_wild_bees,Kleijn
Bombus terricola,Apidae,bumblebees,Kleijn
Lasioglossum nigroviride,Halictidae,other_wild_bees,Kleijn
Lasioglossum planatum,Halictidae,other_wild_bees,Kleijn
Sphecodes confertus,Halictidae,other_wild_bees,Kleijn
Andrena_barbara,Andrenidae,other_wild_bees,Kleijn
Andrena_bisalicis,Andrenidae,other_wild_bees,Kleijn
Andrena_carlini,Andrenidae,other_wild_bees,Kleijn
Andrena_dunningi,Andrenidae,other_wild_bees,Kleijn
Andrena_erythronii,Andrenidae,other_wild_bees,Kleijn
Andrena_forbesii,Andrenidae,other_wild_bees,Kleijn
Andrena_hippotes,Andrenidae,other_wild_bees,Kleijn
Andrena_imitatrix,Andrenidae,other_wild_bees,Kleijn
Andrena_mandibularis,Andrenidae,other_wild_bees,Kleijn
Andrena_milwaukeensis,Andrenidae,other_wild_bees,Kleijn
Andrena_miserabilis,Andrenidae,other_wild_bees,Kleijn
Andrena_morrisonella,Andrenidae,other_wild_bees,Kleijn
Andrena_nasonii,Andrenidae,other_wild_bees,Kleijn
Andrena_nuda,Andrenidae,other_wild_bees,Kleijn
Andrena_perplexa,Andrenidae,other_wild_bees,Kleijn
Andrena_pruni,Andrenidae,other_wild_bees,Kleijn
Andrena_rugosa,Andrenidae,other_wild_bees,Kleijn
Andrena_vicina,Andrenidae,other_wild_bees,Kleijn
Augochora_pura,NA,other_wild_bees,Kleijn
Bombus_bimaculatus,Apidae,bumblebees,Kleijn
Bombus_impatiens,Apidae,bumblebees,Kleijn
Bombus_perplexus,Apidae,bumblebees,Kleijn
Ceratina_calcarata,Apidae,other_wild_bees,Kleijn
Colletes_inaequalls,Colletidae,other_wild_bees,Kleijn
Lasioglossum_foxii,Halictidae,other_wild_bees,Kleijn
Lasioglossum_mitchelli,Halictidae,other_wild_bees,Kleijn
Lasioglossum_oceanicum,Halictidae,other_wild_bees,Kleijn
Lasioglossum_quebecense,Halictidae,other_wild_bees,Kleijn
Lasioglossum_versatum,Halictidae,other_wild_bees,Kleijn
Lasioglossum_weemsi,Halictidae,other_wild_bees,Kleijn
Osmia_cornifrons,Megachilidae,other_wild_bees,Kleijn
Osmia_lignaria,Megachilidae,other_wild_bees,Kleijn
Osmia_pumila,Megachilidae,other_wild_bees,Kleijn
Augochlora_pura,Halictidae,other_wild_bees,Kleijn
Augochlorella_aurata,Halictidae,other_wild_bees,Kleijn
Bombus_fervidus,Apidae,bumblebees,Kleijn
Halictus_confusus,Halictidae,other_wild_bees,Kleijn
Hylaeus_mesillae,Colletidae,other_wild_bees,Kleijn
Lasioglossum_admirandum,Halictidae,other_wild_bees,Kleijn
Lasioglossum_albipenne,Halictidae,other_wild_bees,Kleijn
Lasioglossum_callidum,Halictidae,other_wild_bees,Kleijn
Lasioglossum_imitatum,Halictidae,other_wild_bees,Kleijn
Lasioglossum_nymphaearum,Halictidae,other_wild_bees,Kleijn
Lasioglossum_paradmirandum,Halictidae,other_wild_bees,Kleijn
Lasioglossum_pilosum,Halictidae,other_wild_bees,Kleijn
Lasioglossum_tegulare,Halictidae,other_wild_bees,Kleijn
Lasioglossum_trigeminum,Halictidae,other_wild_bees,Kleijn
Lasioglossum_viridatum,Halictidae,other_wild_bees,Kleijn
Augochloropsis_metallica,Halictidae,other_wild_bees,Kleijn
Bombus_griseocollis,Apidae,bumblebees,Kleijn
Halictus_ligatus,Halictidae,other_wild_bees,Kleijn
Lasioglossum_ephialtum,Halictidae,other_wild_bees,Kleijn
Lasioglossum_pectorale,Halictidae,other_wild_bees,Kleijn
Lasioglossum_zephyrum,Halictidae,other_wild_bees,Kleijn
Megachile_gemula,Megachilidae,other_wild_bees,Kleijn
Megachile_mendica,Megachilidae,other_wild_bees,Kleijn
Melitta_americana,Melittidae,other_wild_bees,Kleijn
Andrena_spiraeana,Andrenidae,other_wild_bees,Kleijn
Halictus_rubicundus,Halictidae,other_wild_bees,Kleijn
Lasioglossum_coeruleum,Halictidae,other_wild_bees,Kleijn
Lasioglossum_fuscipenne,Halictidae,other_wild_bees,Kleijn
Megachile_addenda,Megachilidae,other_wild_bees,Kleijn
Nomada_rodecki,Apidae,other_wild_bees,Kleijn
Osmia_inspergens,Megachilidae,other_wild_bees,Kleijn
Osmia_virga,Megachilidae,other_wild_bees,Kleijn
Panurginus_atramontensis,Andrenidae,other_wild_bees,Kleijn
Xylocopa_virginica,Apidae,other_wild_bees,Kleijn
Bombus_vagans,Apidae,bumblebees,Kleijn
Coelioxys_sayi,Megachilidae,other_wild_bees,Kleijn
Lasioglossum_planatum,Halictidae,other_wild_bees,Kleijn
Andrena_cressonii,Andrenidae,other_wild_bees,Kleijn
Bombus_citrinus,Apidae,bumblebees,Kleijn
Coelioxys_immaculata,Megachilidae,other_wild_bees,Kleijn
Lasioglossum_subviridatum,Halictidae,other_wild_bees,Kleijn
Nomada_bella_lepida,Apidae,other_wild_bees,Kleijn
Nomada_pygmaea,Apidae,other_wild_bees,Kleijn
Sphecodes_aroniae,Halictidae,other_wild_bees,Kleijn
Colletes_consors,Colletidae,other_wild_bees,Kleijn
Lasioglossum_oblongum,Halictidae,other_wild_bees,Kleijn
Coelioxys_porterae,Megachilidae,other_wild_bees,Kleijn
Heriades_carinatus,Megachilidae,other_wild_bees,Kleijn
Hoplitis_truncata,Megachilidae,other_wild_bees,Kleijn
Agapostemon_splendens,Halictidae,other_wild_bees,Kleijn
Bombus_sandersoni,Apidae,bumblebees,Kleijn
Lasioglossum_georgeickworti,Halictidae,other_wild_bees,Kleijn
Megachile_texana,Megachilidae,other_wild_bees,Kleijn
Lasioglossum_lineatulum,Halictidae,other_wild_bees,Kleijn
Augochloropsis_sumptuosa,Halictidae,other_wild_bees,Kleijn
Lasioglossum_apopkense,Halictidae,other_wild_bees,Kleijn
Lasioglossum_creberrimum,Halictidae,other_wild_bees,Kleijn
Sphecodes_fattigi,Halictidae,other_wild_bees,Kleijn
Agapostemon_texanus,Halictidae,other_wild_bees,Kleijn
Ceratina_calcarata_dupla,Apidae,other_wild_bees,Kleijn
Megachile_rotundata,Megachilidae,other_wild_bees,Kleijn
Melissodes_bimaculata,Apidae,other_wild_bees,Kleijn
Peponapis_pruinosa,NA,other_wild_bees,Kleijn
Triepeolus_remigatus,NA,other_wild_bees,Kleijn
Andrena_bradleyi,Andrenidae,other_wild_bees,Kleijn
Colletes_cressoni,Colletidae,other_wild_bees,Kleijn
Colletes_inaequalis,Colletidae,other_wild_bees,Kleijn
Habropoda_laboriosa,NA,other_wild_bees,Kleijn
Colletes_validus,Colletidae,other_wild_bees,Kleijn
Andrena_fenningeri,Andrenidae,other_wild_bees,Kleijn
Lasioglossum_leucocomum,Halictidae,other_wild_bees,Kleijn
Andrena_cressoni,Andrenidae,other_wild_bees,Kleijn
Colletes_thoracicus,Colletidae,other_wild_bees,Kleijn
Andrena_carolina,Andrenidae,other_wild_bees,Kleijn
Lasioglossum_acuminatum,Halictidae,other_wild_bees,Kleijn
Nomada_luteola,Apidae,other_wild_bees,Kleijn
Andrena_banksi,Andrenidae,other_wild_bees,Kleijn
Andrena_ilicis,Andrenidae,other_wild_bees,Kleijn
Sphecodes_stygius,Halictidae,other_wild_bees,Kleijn
Bombus perplexus,Apidae,other_wild_bees,Kleijn
Bombus vagans vagans,Apidae,bumblebees,Kleijn
Bombus affinis,Apidae,bumblebees,Kleijn
Bombus griseollis,Apidae,other_wild_bees,Kleijn
Megachile gemula,Megachilidae,other_wild_bees,Kleijn
27 bees other than apidae,NA,other_wild_bees,Kleijn
Sphecodes minor,Halictidae,other_wild_bees,Kleijn
Megachile frigida,Megachilidae,other_wild_bees,Kleijn
Melitta near americana,Melittidae,other_wild_bees,Kleijn
Andrena carolina,Andrenidae,other_wild_bees,Kleijn
Dialictus lineatulus,Halictidae,other_wild_bees,Kleijn
Dialictus rohweri,Halictidae,other_wild_bees,Kleijn
Evylaeus cinctipes,NA,other_wild_bees,Kleijn
Auguchloropsis metallica,Halictidae,other_wild_bees,Kleijn
Lasioglossum athabascense,Halictidae,other_wild_bees,Kleijn
Lasioglossum acuminatum,Halictidae,other_wild_bees,Kleijn
Ceratina dupla/calcarata,Apidae,other_wild_bees,Kleijn
Dialictus admirandus,Halictidae,other_wild_bees,Kleijn
Dialictus marinus,Halictidae,other_wild_bees,Kleijn
Dialictus sp. 1,Halictidae,other_wild_bees,Kleijn
Augochlorella striata,Halictidae,other_wild_bees,Kleijn
Dialictus sp. C,Halictidae,other_wild_bees,Kleijn
14 bees other than apidae,NA,other_wild_bees,Kleijn
Dialictus pilosus,Halictidae,other_wild_bees,Kleijn
Megachile texana,Megachilidae,other_wild_bees,Kleijn
Panurginus gracilis,Andrenidae,other_wild_bees,Kleijn
Lasioglossum Evylaeus sp. E,Halictidae,other_wild_bees,Kleijn
Lasioglossum Evylaeus sp. F,Halictidae,other_wild_bees,Kleijn
Andrena caerulea,Andrenidae,other_wild_bees,Kleijn
Eucera lunata,Apidae,other_wild_bees,Kleijn
Fruit fly,NA,other_flies,Kleijn
Anthophora urbana,Apidae,other_wild_bees,Kleijn
Dialictus,Halictidae,other_wild_bees,Kleijn
Apis,Apidae,honeybees,Kleijn
