old_code,code
bore02,Virginie_Boreux_Malus_domestica_Germany_2015
Brassica_napus_Brazil_2011,Betina_Blochtein_Brassica_napus_Brazil_2011
Brassica_napus_Brazil_2011,Betina_Blochtein_Brassica_napus_Brazil_2011
Brassica_napus_Brazil_2011,Betina_Blochtein_Brassica_napus_Brazil_2011
Breno_cotton,Breno_M_Freitas_Gossypium_hirsutum_Brazil_NA
FREI01,Breno_M_Freitas_Anacardium_occidentale_Brazil_2011
FREI01,Breno_M_Freitas_Anacardium_occidentale_Brazil_2011
FREI02,Breno_M_Freitas_Anacardium_occidentale_Brazil_2012
FREI02,Breno_M_Freitas_Anacardium_occidentale_Brazil_2012
FREI03,Breno_M_Freitas_Malpighia_emarginata_Brazil_2011
FREI03,Breno_M_Freitas_Malpighia_emarginata_Brazil_2011
FREI04,Breno_M_Freitas_Bixa_orellana_Brazil_2007
FREI04,Breno_M_Freitas_Bixa_orellana_Brazil_2007
FREI05,Breno_M_Freitas_Gossypium_hirsutum_Brazil_2011
FREI05,Breno_M_Freitas_Gossypium_hirsutum_Brazil_2011
FREI06,Breno_M_Freitas_Annona_squamosa_Brazil_2013
FREI06,Breno_M_Freitas_Annona_squamosa_Brazil_2013
FREI07,Breno_M_Freitas_Annona_muricata_Brazil_2013
FREI07,Breno_M_Freitas_Annona_muricata_Brazil_2013
carv01,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2008
carv02,Luísa_G_Carvalheiro_Helianthus_annuus_South_Africa_2009
carv03,Luísa_G_Carvalheiro_Mangifera_indica_South_Africa_2009
cavi01,Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016
chac01,Natacha_Chacoff_Citrus_paradisi_Argentina_2000
chac02,Natacha_Chacoff_Citrus_paradisi_Argentina_2001
chac03,Natacha_Chacoff_Citrus_paradisi_Argentina_2002
chac04,Natacha_Chacoff_Citrus_limon_Argentina_2015
clas01,Alice_Claßen_Coffea_arabica_Tanzania_2011_2012
clas01,Alice_Claßen_Coffea_arabica_Tanzania_2011_2012
clas01,Alice_Claßen_Coffea_arabica_Tanzania_2011_2012
clas01,Alice_Claßen_Coffea_arabica_Tanzania_2011_2012
Cunningham_2001,Saul_A_Cunningham_Annona_squamosa atemoya_Australia_2001
Cunningham_2001,Saul_A_Cunningham_Annona_squamosa atemoya_Australia_2001
Cunningham_2006,Saul_A_Cunningham_Brassica_napus_Australia_2006
Cunningham_2006,Saul_A_Cunningham_Brassica_napus_Australia_2006
Cunningham_2006,Saul_A_Cunningham_Brassica_napus_Australia_2006
Cunningham_2006,Saul_A_Cunningham_Brassica_napus_Australia_2006
cuss01,Sarah_Cusser_Gossypium_hirsutum_USA_2014
ekro01,Johan_Ekroos_Vicia_faba_Sweden_2016
ekro01,Johan_Ekroos_Vicia_faba_Sweden_2016
fije01,Thijs_Fijen_Allium_porrum_France_2016
fije02,Thijs_Fijen_Allium_porrum_Italy_2016
grab011,Heather_Lee_Grab_Fragaria_ananassa_USA_2012
grab012,Heather_Lee_Grab_Fragaria_ananassa_USA_2014
grab013,Heather_Lee_Grab_Fragaria_ananassa_USA_2015
hevi01,Violeta_Hevia_Helianthus_annuus_Spain_2017
hevi01,Violeta_Hevia_Helianthus_annuus_Spain_2017
hevi01,Violeta_Hevia_Helianthus_annuus_Spain_2017
hipo01,Juliana_Hipólito_Coffea_arabica_Brazil_2013
hipo01,Juliana_Hipólito_Coffea_arabica_Brazil_2013
hipo02,Juliana_Hipólito_Coffea_arabica_Brazil_2014
hipo02,Juliana_Hipólito_Coffea_arabica_Brazil_2014
Hipolito_2005,Juliana_Hipólito_Mangifera_indica_Brazil_2005
Hipolito_2005,Juliana_Hipólito_Mangifera_indica_Brazil_2005
Hipolito_2005,Juliana_Hipólito_Mangifera_indica_Brazil_2005
Jauker_2006,Frank_Jauker_Brassica_napus_Germany_2006
Jessica_Pumpkin,Jessica_D_Petersen_Cucurbita_pepo_USA_2011
Jessica_Pumpkin,Jessica_D_Petersen_Cucurbita_pepo_USA_2011
knap01,Jessica_Knapp_Cucurbita_pepo_UK_2016
knap01,Jessica_Knapp_Cucurbita_pepo_UK_2016
knap01,Jessica_Knapp_Cucurbita_pepo_UK_2016
krish011,Smitha_Krishnan_Coffea_canephora_India_2007
krish012,Smitha_Krishnan_Coffea_canephora_India_2008
krish013,Smitha_Krishnan_Coffea_canephora_India_2009
krish02,Smitha_Krishnan_Coffea_canephora_India_2014
krish02,Smitha_Krishnan_Coffea_canephora_India_2014
krish02,Smitha_Krishnan_Coffea_canephora_India_2014
Lichtenberg_Crowder_canola,David_Crowder_Brassica_napus_USA_several_years
Lichtenberg_Crowder_canola,David_Crowder_Brassica_napus_USA_several_years
Lindstrom_2011,Sandra_Lindstrom_Brassica_napus_Sweden_2011
Lindstrom_2012,Sandra_Lindstrom_Brassica_napus_Sweden_2012
mall01,Rachel_Mallinger_Malus_domestica_USA_2012
mall02,Rachel_Mallinger_Malus_domestica_USA_2013
Malus_domestia_Norway_2013,Jens_Åström_Malus_domestica_Norway_2013
Trifolium pratense_Norway_2013,Jens_Åström_Trifolium_pratense_Norway_several_years
Malus_domestica_Brazil_2010,Fabiana_Oliveira_da_Silva_Malus_domestica_Brazil_2010
Malus_domestica_Brazil_2010,Fabiana_Oliveira_da_Silva_Malus_domestica_Brazil_2010
Malus_domestica_Brazil_2011,Fabiana_Oliveira_da_Silva_Malus_domestica_Brazil_2011
Malus_domestica_Brazil_2011,Fabiana_Oliveira_da_Silva_Malus_domestica_Brazil_2011
Malus_domestica_Brazil_2012,Fabiana_Oliveira_da_Silva_Malus_domestica_Brazil_2012
Malus_domestica_Brazil_2012,Fabiana_Oliveira_da_Silva_Malus_domestica_Brazil_2012
Mark_pigeonpea,Mark_Otieno_Cajanus_cajan_Kenya_2009
Mark_pigeonpea,Mark_Otieno_Cajanus_cajan_Kenya_2009
Mark_pigeonpea,Mark_Otieno_Cajanus_cajan_Kenya_2009
Mark_pigeonpea,Mark_Otieno_Cajanus_cajan_Kenya_2009
Mark_pigeonpea,Mark_Otieno_Cajanus_cajan_Kenya_2009
Mark_pigeonpea,Mark_Otieno_Cajanus_cajan_Kenya_2009
Mark_pigeonpea,Mark_Otieno_Cajanus_cajan_Kenya_2009
Mark_pigeonpea,Mark_Otieno_Cajanus_cajan_Kenya_2009
mayfield_NA,Margaret_Mayfield_Actinidia_deliciosa_New_Zealand_NA
mayfield_NA,Margaret_Mayfield_Actinidia_deliciosa_New_Zealand_NA
mayfield_NA,Margaret_Mayfield_Actinidia_deliciosa_New_Zealand_NA
mont01,Ana_Montero_Castaño_Vaccinium_corymbosum_Canada_2018
mont01,Ana_Montero_Castaño_Vaccinium_corymbosum_Canada_2018
pott01,Simon_Potts_Vicia_faba_UK_2005
rade01,Romina_Rader_Mangifera_indica_Australia_2014
ramo01,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016
ramo01,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016
Rundlof_2011,Maj_Rundlof_Brassica_napus_Sweden_2011
Rundlof_2012,Maj_Rundlof_Brassica_napus_Sweden_2012
saez01,Agustin_Saez_Rubus_idaeus_Argentina_2014
sche01,Jeroen_Scheper_Helianthus_annuus_France_2015
sche01,Jeroen_Scheper_Helianthus_annuus_France_2015
sche01,Jeroen_Scheper_Helianthus_annuus_France_2015
sche01,Jeroen_Scheper_Helianthus_annuus_France_2015
sche01,Jeroen_Scheper_Helianthus_annuus_France_2015
sche01,Jeroen_Scheper_Helianthus_annuus_France_2015
Scheper_2011,Jeroen_Scheper_Brassica_napus_Netherlands_2011
Scheper_2012,Jeroen_Scheper_Brassica_napus_several_countries_2012
Schueep_NA,Christof_Schüepps_Prunus_avium_Switzerland_2011
Schueep_NA,Christof_Schüepps_Prunus_avium_Switzerland_2011
Schueep_NA,Christof_Schüepps_Prunus_avium_Switzerland_2011
scil01,Claire_Kremen_Fragaria_ananassa_USA_2012
scil01,Claire_Kremen_Fragaria_ananassa_USA_2012
stan01,Dara_Stanley_Brassica_napus_Ireland_2010
stan01,Dara_Stanley_Brassica_napus_Ireland_2010
stew01,Rebecca_Steward_Fragaria_ananassa_Sweden_2014
sutt01,Louis_Sutter_Brassica_napus_Switzerland_2014
Szen01,Hajnalka_Szentgyorgyi_Fagopyrum_esculentum_Poland_2005
Taki01,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2007
Taki02,Hisatomo_Taki_Fagopyrum_esculentum_Japan_2008
Vaccinium_meridionale_Colombia_2013,Guiomar_Nates_Parra_Vaccinium_meridionale_Colombia_2013
vere01,Nicolas_J_Vereecken_several_crops_several_countries_several_years
vere01,Nicolas_J_Vereecken_several_crops_several_countries_several_years
Vergara_2004,Carlos_H_Vergara_Coffea_arabica_Mexico_2004
Vergara_2004,Carlos_H_Vergara_Coffea_arabica_Mexico_2004
will01,Bryony_Willcox_Mangifera_indica_Australia_2016
zouy01,Yi_Zou_Brassica_napus_China_2015
