study_id,site_id,pollinator,guild,sampling_method,abundance,total_sampled_area,total_sampled_time,total_sampled_flowers,Description
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Bombus terrestris,bumblebees,pan trap,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Brachycera (inc cyclorrhapha in OSR),other_flies,pan trap,3,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Click beetle,beetles,pan trap,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Crane flies,other_flies,transect,7,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Cyclorrhapha,other_flies,pan trap,327,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Diptera unknown or unidentified,other_flies,transect,9,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Flesh flies,other_flies,pan trap,7,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Ground beetle,beetles,pan trap,3,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Halictus tumulorum,other_wild_bees,pan trap,4,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Lasioglossum albipes,other_wild_bees,pan trap,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Lasioglossum calceatum,other_wild_bees,pan trap,2,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Lasioglossum leucopus,other_wild_bees,pan trap,2,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Lasioglossum malachurum,other_wild_bees,pan trap,10,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Lasioglossum minutissimum,other_wild_bees,pan trap,7,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Lasioglossum morio,other_wild_bees,pan trap,30,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Lasioglossum parvulum,other_wild_bees,pan trap,2,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Lasioglossum pauperatum,other_wild_bees,pan trap,2,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Lasioglossum pauxillum,other_wild_bees,pan trap,2,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Lepidoptera,lepidoptera,transect,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Mirid Bug,other,pan trap,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Nematocera,other_flies,pan trap,10,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Nomada goodeniana,other_wild_bees,pan trap,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Osmia bicornis,other_wild_bees,pan trap,2,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Other Coleoptera (>3mm),beetles,pan trap,28,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Other Hemiptera (>3mm),other,pan trap,5,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Parasitoids,non_bee_hymenoptera,pan trap,11,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Parasitoids,non_bee_hymenoptera,transect,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Pemphredon lethifer,non_bee_hymenoptera,pan trap,3,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Saw flies,non_bee_hymenoptera,pan trap,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Solitary bee unknown or unidentified,other_wild_bees,transect,7,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Sphecodes ephippius,other_wild_bees,pan trap,2,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra1,Weevil,beetles,pan trap,3,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Andrena cineraria,other_wild_bees,pan trap,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Andrena flavipes,other_wild_bees,pan trap,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Andrena haemorrhoa,other_wild_bees,pan trap,2,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Andrena haemorrhoa,other_wild_bees,transect,2,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Andrena minutula,other_wild_bees,pan trap,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Andrena nigroaenea,other_wild_bees,pan trap,17,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Andrena nitida,other_wild_bees,pan trap,3,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Ant,non_bee_hymenoptera,transect,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Ants: Formica rufa,non_bee_hymenoptera,pan trap,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Apis mellifera,honeybees,transect,2,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Bombus hypnorum,bumblebees,pan trap,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Bombus lapidarius,bumblebees,pan trap,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Bombus lapidarius,bumblebees,transect,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Bombus lucorum,bumblebees,pan trap,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Bombus pascuorum,bumblebees,pan trap,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Bombus spp. unknown or unidentified ,bumblebees,transect,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Brachycera (inc cyclorrhapha in OSR),other_flies,pan trap,3,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Chrysopidae spp.,other,transect,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Crane flies,other_flies,pan trap,3,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Crane flies,other_flies,transect,4,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Cyclorrhapha,other_flies,transect,2,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Cyclorrhapha,other_flies,pan trap,310,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Diptera unknown or unidentified,other_flies,transect,4,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Flesh flies,other_flies,pan trap,14,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Ground beetle,beetles,pan trap,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Lasioglossum malachurum,other_wild_bees,pan trap,4,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Lasioglossum minutissimum,other_wild_bees,pan trap,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Lasioglossum morio,other_wild_bees,pan trap,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Lasioglossum pauxillum,other_wild_bees,pan trap,6,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Lasioglossum sp.,other_wild_bees,pan trap,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Nematocera,other_flies,pan trap,23,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Other Coleoptera (>3mm),beetles,pan trap,5,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Other Diptera (>3mm),other_flies,pan trap,2,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
Michael_Garratt_Malus_domestica_UK_2011,2011Ra2,Other Hemiptera (>3mm),other,pan trap,1,NA,NA,NA,"Measures per site: fruit set&size, seed set&size measured once on 10 plants in exclosures (1 open 1 closed, 10 treatment reps per site); pollinators sampled in 6 pan trap/transects in 3 sampling rounds; visitation rates in 6 2m² quadrats in 3 sampling rounds"
